Cancer Types,Sample Names,Accuracy,DBS1,DBS2,DBS3,DBS4,DBS5,DBS6,DBS7,DBS8,DBS9,DBS10,DBS11
Liver-HCC,SP98327,0.977,0,111,0,34,31,0,0,0,0,0,0
Liver-HCC,SP49449,0.831,0,8,0,7,0,0,0,0,0,0,0
Liver-HCC,SP49391,0.957,0,23,0,20,0,0,0,0,0,0,0
Liver-HCC,SP49531,0.988,0,268,0,0,0,0,0,0,0,0,0
Liver-HCC,SP49322,0.909,0,26,0,33,0,0,0,0,0,0,0
Liver-HCC,SP49433,0.853,0,7,0,11,0,0,0,0,0,0,10
Liver-HCC,SP109384,0.977,0,39,0,27,0,0,0,0,0,0,0
Liver-HCC,SP98065,0.953,0,30,0,21,0,0,0,0,43,0,0
Liver-HCC,SP49591,0.944,0,46,0,29,0,0,0,0,0,0,0
Liver-HCC,SP49385,0.991,0,181,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98313,0.843,0,30,0,36,0,0,0,0,0,0,0
Liver-HCC,SP49119,0.971,0,39,0,25,0,0,0,0,0,0,0
Liver-HCC,SP109301,0.977,0,179,0,0,0,0,0,0,0,0,0
Liver-HCC,SP115830,0.831,0,45,0,0,0,0,0,0,0,0,0
Liver-HCC,SP49229,0.895,0,11,0,20,0,0,0,0,0,0,0
Liver-HCC,SP98853,0.941,0,56,0,82,0,0,0,0,0,0,0
Liver-HCC,SP98855,0.765,0,57,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98859,0.949,0,24,0,17,9,0,0,0,0,0,0
Liver-HCC,SP98865,0.896,0,7,0,9,0,0,0,0,0,0,8
Liver-HCC,SP98879,0.983,0,87,0,46,0,0,0,0,0,0,0
Liver-HCC,SP98871,0.847,0,22,0,30,0,0,0,0,0,0,0
Liver-HCC,SP98867,0.931,0,84,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98861,0.967,0,119,0,72,0,0,0,0,0,0,0
Liver-HCC,SP98877,0.962,0,39,0,37,0,0,0,0,0,0,0
Liver-HCC,SP98889,0.971,0,78,0,46,0,0,0,0,0,0,0
Liver-HCC,SP98887,0.954,0,74,0,53,0,0,0,0,0,0,0
Liver-HCC,SP98875,0.961,0,65,0,55,0,0,0,0,0,0,0
Liver-HCC,SP98851,0.822,0,6,0,10,0,0,0,0,0,0,0
Liver-HCC,SP98833,0.97,0,39,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98873,0.966,0,107,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98883,0.971,0,50,0,55,0,0,0,0,0,0,0
Liver-HCC,SP98849,0.973,0,34,0,27,0,0,0,0,0,0,0
Liver-HCC,SP98869,0.746,0,13,0,24,0,0,0,0,0,0,0
Liver-HCC,SP98893,0.97,0,102,0,59,0,0,0,0,0,0,0
Liver-HCC,SP98847,0.974,0,59,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98881,0.96,0,29,0,40,0,0,0,0,51,0,0
Liver-HCC,SP98841,0.969,0,70,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98845,0.935,0,30,0,36,0,0,0,0,0,0,0
Liver-HCC,SP98839,0.966,0,43,0,42,0,0,0,0,0,0,0
Liver-HCC,SP98843,0.912,0,28,0,22,0,0,0,0,0,0,0
Liver-HCC,SP98863,0.894,0,12,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98891,0.988,0,131,0,78,0,0,0,0,0,0,0
Liver-HCC,SP98885,0.976,0,72,0,73,0,0,0,0,0,0,0
Liver-HCC,SP107047,0.991,0,302,0,0,0,0,0,0,0,0,0
Liver-HCC,SP107050,0.84,0,16,0,17,0,0,0,0,0,0,0
Liver-HCC,SP99261,0.957,0,75,0,54,0,0,0,0,0,0,0
Liver-HCC,SP107052,0.932,0,26,0,24,0,0,0,0,0,0,0
Liver-HCC,SP99269,0.957,0,61,0,44,0,0,0,0,0,0,0
Liver-HCC,SP99271,0.975,0,56,0,25,0,0,0,0,0,0,0
Liver-HCC,SP107056,0.975,0,163,0,0,0,0,0,0,0,0,0
Liver-HCC,SP107060,0.934,0,100,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99279,0.975,0,51,0,26,0,0,0,0,0,0,0
Liver-HCC,SP107063,0.957,0,27,0,17,0,0,0,0,0,0,0
Liver-HCC,SP107068,0.936,0,32,0,37,0,0,0,0,0,0,0
Liver-HCC,SP107071,0.973,0,121,0,76,0,0,0,0,0,0,0
Liver-HCC,SP107073,0.959,0,20,0,0,9,0,0,0,0,0,0
Liver-HCC,SP98896,0.95,0,97,0,62,0,0,0,0,0,0,0
Liver-HCC,SP99003,0.975,0,275,0,0,0,0,0,0,0,0,0
Liver-HCC,SP107076,0.972,0,196,0,179,0,0,0,0,0,0,0
Liver-HCC,SP107078,0.854,0,18,0,21,0,0,0,0,0,0,0
Liver-HCC,SP107080,0.902,0,55,0,51,0,0,0,0,0,0,0
Liver-HCC,SP98898,0.976,0,67,0,47,0,0,0,0,0,0,0
Liver-HCC,SP107084,0.976,0,83,0,54,0,0,0,0,0,0,0
Liver-HCC,SP107088,0.836,0,11,0,9,0,0,0,0,0,0,12
Liver-HCC,SP107091,0.956,0,34,0,36,0,0,0,0,0,0,0
Liver-HCC,SP107094,0.936,0,49,0,17,15,0,0,0,0,0,0
Liver-HCC,SP112224,0.969,0,63,0,34,0,0,0,0,0,0,0
Liver-HCC,SP107097,0.962,0,37,0,21,0,0,0,0,0,0,0
Liver-HCC,SP107101,0.983,0,348,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98900,0.945,0,38,0,37,0,0,0,0,0,0,0
Liver-HCC,SP107104,0.991,0,87,0,45,0,0,0,0,0,0,0
Liver-HCC,SP107109,0.566,0,9,0,14,0,0,0,0,0,0,0
Liver-HCC,SP107111,0.699,0,70,0,0,196,0,0,0,0,0,0
Liver-HCC,SP107115,0.296,0,0,4,0,0,0,4,0,0,0,0
Liver-HCC,SP98902,0.993,0,130,0,58,0,0,0,0,0,0,0
Liver-HCC,SP107119,0.975,0,64,0,39,0,0,0,0,0,0,0
Liver-HCC,SP98904,0.913,0,74,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98909,0.986,0,258,0,0,0,0,0,0,0,0,0
Liver-HCC,SP107121,0.969,0,71,0,74,0,0,0,0,0,0,0
Liver-HCC,SP107123,0.913,0,60,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98907,0.986,0,288,0,0,0,0,0,0,0,0,0
Liver-HCC,SP107132,0.986,0,111,0,0,0,0,0,0,0,0,0
Liver-HCC,SP107136,0.971,0,78,0,76,0,0,0,0,0,0,0
Liver-HCC,SP107141,0.913,0,31,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98913,0.933,0,58,0,44,0,0,0,0,0,0,0
Liver-HCC,SP107146,0.928,0,41,0,35,0,0,0,0,0,0,0
Liver-HCC,SP107150,0.89,0,39,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98915,0.976,0,80,0,0,0,0,0,0,0,0,0
Liver-HCC,SP107152,0.971,0,66,0,42,0,0,0,0,0,0,0
Liver-HCC,SP107155,0.962,0,53,0,56,0,0,0,0,0,0,0
Liver-HCC,SP112125,0.97,0,134,0,70,0,0,0,0,0,0,0
Liver-HCC,SP98921,0.898,0,61,0,0,0,0,0,0,0,0,0
Liver-HCC,SP112130,0.931,0,30,0,36,0,0,0,0,0,0,0
Liver-HCC,SP112133,0.965,0,120,0,61,66,0,0,0,0,0,0
Liver-HCC,SP98925,0.97,0,27,0,11,9,0,0,0,0,0,0
Liver-HCC,SP112138,0.905,0,21,0,19,0,0,0,0,0,0,0
Liver-HCC,SP112141,0.964,0,182,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98927,0.962,0,79,0,97,0,0,0,0,0,0,0
Liver-HCC,SP112147,0.967,0,62,0,20,20,0,0,0,0,0,0
Liver-HCC,SP112152,0.933,0,20,0,11,0,22,0,0,0,0,0
Liver-HCC,SP112156,0.895,0,33,0,34,0,0,0,0,0,0,0
Liver-HCC,SP98933,0.874,0,45,0,44,0,0,0,0,0,0,0
Liver-HCC,SP112160,0.981,0,80,0,39,0,0,0,0,0,0,0
Liver-HCC,SP98937,0.98,0,45,0,22,0,0,0,0,0,0,0
Liver-HCC,SP112165,0.958,0,33,0,19,0,0,0,0,0,0,0
Liver-HCC,SP112168,0.975,0,113,0,78,0,0,0,0,0,0,0
Liver-HCC,SP98941,0.988,0,185,0,116,0,0,0,0,0,0,0
Liver-HCC,SP112170,0.979,0,136,0,68,0,0,0,0,0,0,0
Liver-HCC,SP112174,0.956,0,19,0,15,0,0,0,0,0,0,0
Liver-HCC,SP98945,0.936,0,22,0,18,0,0,0,0,0,0,0
Liver-HCC,SP112178,0.978,0,154,0,81,0,0,0,0,0,0,0
Liver-HCC,SP112180,0.954,0,35,0,44,0,0,0,0,0,0,0
Liver-HCC,SP98949,0.974,0,227,0,0,0,0,0,0,0,0,0
Liver-HCC,SP112182,0.971,0,64,0,18,18,0,0,0,0,0,0
Liver-HCC,SP98953,0.965,0,63,0,45,0,0,0,0,0,0,0
Liver-HCC,SP112186,0.903,0,124,0,0,148,0,0,0,0,0,0
Liver-HCC,SP98955,0.947,0,140,0,164,0,0,0,0,0,0,0
Liver-HCC,SP112188,0.941,0,49,0,45,0,0,0,0,0,0,0
Liver-HCC,SP112190,0.974,0,229,0,66,68,0,0,0,0,0,0
Liver-HCC,SP112192,0.987,0,114,0,49,0,0,0,0,0,0,0
Liver-HCC,SP112194,0.955,0,77,0,65,0,0,0,0,0,0,0
Liver-HCC,SP98959,0.943,0,26,0,17,0,0,0,0,0,0,0
Liver-HCC,SP112196,0.897,0,57,0,34,101,0,0,0,0,0,0
Liver-HCC,SP112198,0.98,0,86,0,45,0,0,0,0,0,0,0
Liver-HCC,SP112201,0.926,0,29,0,0,46,0,0,0,0,0,0
Liver-HCC,SP98965,0.954,0,71,0,46,0,0,0,0,0,0,0
Liver-HCC,SP112205,0.971,0,126,0,0,0,0,0,0,0,0,0
Liver-HCC,SP112208,0.964,0,61,0,63,0,0,0,0,0,0,0
Liver-HCC,SP98967,0.975,0,86,0,0,0,0,0,0,0,0,0
Liver-HCC,SP112210,0.894,0,86,0,0,0,0,0,0,0,0,0
Liver-HCC,SP112211,0.942,0,56,0,41,0,0,0,0,0,0,0
Liver-HCC,SP98973,0.923,0,130,0,137,0,0,0,0,0,0,0
Liver-HCC,SP112213,0.958,0,60,0,66,0,0,0,0,0,0,0
Liver-HCC,SP50097,0.987,0,238,0,0,517,0,0,0,0,0,0
Liver-HCC,SP112215,0.982,0,144,0,0,0,0,0,0,0,0,0
Liver-HCC,SP112217,0.964,0,198,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98975,0.973,0,99,0,0,52,0,0,0,0,0,0
Liver-HCC,SP112219,0.961,0,93,0,66,0,0,0,0,0,0,0
Liver-HCC,SP112221,0.904,0,22,0,10,8,19,0,0,0,0,0
Liver-HCC,SP112228,0.987,0,82,0,36,0,0,0,0,0,0,0
Liver-HCC,SP50099,0.966,0,74,0,46,0,0,0,0,0,0,0
Liver-HCC,SP98981,0.859,0,36,0,33,0,0,0,0,0,0,0
Liver-HCC,SP112234,0.986,0,108,0,59,0,0,0,0,0,0,0
Liver-HCC,SP98985,0.893,0,85,0,0,0,0,0,0,0,0,0
Liver-HCC,SP112237,0.913,0,52,0,0,0,0,0,0,0,0,0
Liver-HCC,SP98989,0.897,0,16,0,11,7,0,0,0,0,0,0
Liver-HCC,SP112241,0.984,0,103,0,0,0,0,0,0,0,0,0
Liver-HCC,SP112245,0.958,0,39,0,19,0,0,0,0,0,0,0
Liver-HCC,SP98991,0.952,0,57,0,34,0,0,0,0,0,0,0
Liver-HCC,SP112248,0.98,0,68,0,37,0,0,0,0,0,0,0
Liver-HCC,SP112051,0.984,0,119,0,90,0,0,0,0,0,0,0
Liver-HCC,SP98997,0.988,0,249,0,166,0,0,0,0,0,0,0
Liver-HCC,SP112252,0.948,0,58,0,45,0,0,0,0,0,0,0
Liver-HCC,SP99001,0.907,0,62,0,0,0,0,0,0,0,0,0
Liver-HCC,SP112257,0.65,0,4,0,3,0,0,0,0,0,0,5
Liver-HCC,SP99007,0.978,0,25,0,10,0,0,0,0,0,0,0
Liver-HCC,SP112261,0.965,0,29,0,21,0,0,0,0,0,0,0
Liver-HCC,SP50101,0.871,0,17,0,14,0,20,0,0,0,0,0
Liver-HCC,SP112265,0.929,0,40,0,36,0,0,0,0,0,0,0
Liver-HCC,SP112268,0.98,0,259,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99011,0.986,0,312,0,0,0,0,0,0,0,0,0
Liver-HCC,SP112269,0.983,0,217,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99013,0.911,0,62,0,70,0,0,0,0,0,0,0
Liver-HCC,SP112273,0.957,0,105,0,74,0,0,0,0,0,0,0
Liver-HCC,SP112274,0.965,0,41,0,14,12,0,0,0,0,0,0
Liver-HCC,SP50105,0.993,0,136,0,0,0,0,0,0,0,0,0
Liver-HCC,SP112276,0.901,0,24,0,21,0,0,0,0,0,0,0
Liver-HCC,SP99019,0.958,0,59,0,37,0,0,0,0,0,0,0
Liver-HCC,SP99021,0.972,0,44,0,32,0,0,0,0,0,0,0
Liver-HCC,SP112283,0.939,0,34,0,61,0,0,0,0,0,0,0
Liver-HCC,SP112288,0.963,0,45,0,26,0,0,0,0,0,0,0
Liver-HCC,SP99025,0.977,0,45,0,46,0,0,0,0,0,0,0
Liver-HCC,SP112290,0.968,0,83,0,61,0,0,0,0,0,0,0
Liver-HCC,SP99029,0.986,0,109,0,41,0,0,0,0,0,0,0
Liver-HCC,SP99033,0.99,0,227,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99037,0.948,0,23,0,15,0,0,0,0,0,0,0
Liver-HCC,SP99041,0.981,0,59,0,37,0,0,0,0,0,0,0
Liver-HCC,SP99045,0.975,0,156,0,0,0,0,0,0,0,0,0
Liver-HCC,SP112300,0.792,0,12,0,28,0,0,0,0,0,0,0
Liver-HCC,SP99049,0.965,0,103,0,57,0,0,0,0,0,0,0
Liver-HCC,SP112304,0.941,0,62,0,51,0,0,0,0,0,0,0
Liver-HCC,SP50107,0.969,0,116,0,89,0,0,0,0,0,0,0
Liver-HCC,SP112310,0.986,0,153,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99053,0.983,0,72,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99057,0.832,0,5,0,7,0,0,0,0,0,0,0
Liver-HCC,SP99061,0.973,0,197,0,0,420,0,0,0,0,0,0
Liver-HCC,SP50109,0.906,0,35,0,50,0,0,0,0,0,0,0
Liver-HCC,SP99065,0.97,0,44,0,24,0,0,0,0,0,0,0
Liver-HCC,SP106993,0.977,0,164,0,86,0,0,0,0,0,0,0
Liver-HCC,SP50111,0.745,0,47,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99069,0.971,0,99,0,83,0,0,0,0,0,0,0
Liver-HCC,SP99073,0.986,0,98,0,55,0,0,0,0,0,0,0
Liver-HCC,SP99077,0.993,0,165,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99081,0.954,0,38,0,30,0,0,0,0,0,0,0
Liver-HCC,SP99085,0.981,0,63,0,37,0,0,0,0,0,0,0
Liver-HCC,SP99089,0.978,0,78,0,24,19,0,0,0,0,0,0
Liver-HCC,SP99093,0.978,0,165,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99097,0.623,0,4,0,5,0,0,0,0,0,0,8
Liver-HCC,SP99101,0.889,0,14,0,13,0,0,0,0,0,0,0
Liver-HCC,SP106998,0.991,0,390,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99105,0.698,0,16,0,28,0,0,0,0,0,0,0
Liver-HCC,SP99109,0.948,0,94,0,0,333,0,0,0,0,0,0
Liver-HCC,SP50113,0.881,0,245,0,0,512,0,0,0,0,0,0
Liver-HCC,SP50115,0.975,0,101,0,62,0,0,0,0,0,0,0
Liver-HCC,SP50117,0.998,0,397,0,0,0,0,0,0,0,0,0
Liver-HCC,SP107004,0.972,0,110,0,74,0,0,0,0,0,0,0
Liver-HCC,SP99117,0.969,0,140,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99121,0.971,0,71,0,47,0,0,0,0,0,0,0
Liver-HCC,SP107007,0.963,0,91,0,61,0,0,0,0,0,0,0
Liver-HCC,SP99125,0.989,0,186,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99129,0.921,0,70,0,109,0,0,0,0,0,0,0
Liver-HCC,SP99133,0.979,0,60,0,42,0,0,0,0,0,0,0
Liver-HCC,SP50119,0.936,0,63,0,59,0,0,0,0,0,0,0
Liver-HCC,SP99137,0.993,0,174,0,55,0,0,0,0,0,0,0
Liver-HCC,SP50121,0.92,0,42,0,29,22,0,0,0,0,0,0
Liver-HCC,SP50123,0.985,0,109,0,49,0,0,0,0,0,0,0
Liver-HCC,SP99141,0.948,0,45,0,28,16,0,0,0,0,0,0
Liver-HCC,SP50125,0.886,0,138,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99145,0.819,0,12,0,10,0,0,0,0,0,0,14
Liver-HCC,SP99149,0.966,0,145,0,0,0,0,0,0,0,0,0
Liver-HCC,SP50129,0.95,0,48,0,40,0,0,0,0,0,0,0
Liver-HCC,SP99153,0.95,0,40,0,28,0,0,0,0,0,0,0
Liver-HCC,SP99157,0.921,0,25,0,17,0,0,0,0,0,0,25
Liver-HCC,SP99161,0.935,0,63,0,47,0,0,0,0,0,0,0
Liver-HCC,SP99165,0.974,0,74,0,39,0,0,0,0,0,0,0
Liver-HCC,SP50131,0.951,0,91,0,86,0,0,0,0,0,0,0
Liver-HCC,SP50133,0.93,0,48,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99169,0.935,0,25,0,21,0,0,0,0,0,0,0
Liver-HCC,SP50135,0.89,0,27,0,31,0,0,0,0,0,0,0
Liver-HCC,SP50137,0.907,0,14,0,13,0,0,0,0,0,0,0
Liver-HCC,SP99173,0.978,0,117,0,75,0,0,0,0,0,0,0
Liver-HCC,SP99177,0.903,0,62,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99181,0.975,0,63,0,50,0,0,0,0,0,0,0
Liver-HCC,SP50139,0.951,0,23,0,17,0,0,0,0,0,0,0
Liver-HCC,SP107010,0.975,0,100,0,64,0,0,0,0,0,0,0
Liver-HCC,SP99189,0.963,0,49,0,31,0,0,0,0,0,0,0
Liver-HCC,SP50141,0.931,0,9,0,8,2,0,0,0,0,0,0
Liver-HCC,SP99193,0.929,0,34,0,29,0,0,0,0,0,0,0
Liver-HCC,SP50145,0.918,0,39,0,35,0,0,0,0,0,0,0
Liver-HCC,SP50147,0.982,0,104,0,50,0,0,0,0,0,0,0
Liver-HCC,SP107012,0.985,0,156,0,0,0,0,0,0,0,0,0
Liver-HCC,SP50149,0.974,0,128,0,0,0,0,0,0,0,0,0
Liver-HCC,SP107017,0.887,0,32,0,35,0,0,0,0,0,0,0
Liver-HCC,SP107019,0.942,0,81,0,0,0,0,0,0,0,0,0
Liver-HCC,SP107023,0.937,0,67,0,0,0,0,0,0,0,0,0
Liver-HCC,SP50151,0.955,0,96,0,0,0,0,0,0,0,0,0
Liver-HCC,SP50153,0.966,0,96,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99197,0.924,0,102,0,103,0,0,0,0,0,0,0
Liver-HCC,SP50155,0.96,0,215,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99201,0.932,0,48,0,0,0,0,0,0,0,0,0
Liver-HCC,SP50157,0.932,0,25,0,27,0,0,0,0,0,0,0
Liver-HCC,SP99205,0.975,0,61,0,57,0,0,0,0,0,0,0
Liver-HCC,SP50159,0.983,0,109,0,64,0,0,0,0,0,0,0
Liver-HCC,SP50161,0.974,0,128,0,67,0,0,0,0,0,0,0
Liver-HCC,SP107025,0.978,0,85,0,50,0,0,0,0,0,0,0
Liver-HCC,SP107028,0.992,0,111,0,38,0,0,0,0,0,0,0
Liver-HCC,SP50163,0.965,0,48,0,71,65,0,0,0,0,0,0
Liver-HCC,SP99217,0.97,0,30,0,16,0,0,0,0,0,0,0
Liver-HCC,SP50165,0.976,0,83,0,60,0,0,0,0,0,0,0
Liver-HCC,SP107030,0.965,0,51,0,32,0,0,0,0,0,0,0
Liver-HCC,SP50167,0.979,0,96,0,62,0,0,0,0,0,0,0
Liver-HCC,SP99229,0.943,0,27,0,16,0,0,0,0,0,0,0
Liver-HCC,SP99233,0.939,0,49,0,39,0,0,0,0,0,0,0
Liver-HCC,SP107032,0.967,0,24,0,15,0,0,0,0,0,0,0
Liver-HCC,SP50169,0.982,0,99,0,66,0,0,0,0,0,0,0
Liver-HCC,SP50171,0.977,0,101,0,53,0,0,0,0,0,0,0
Liver-HCC,SP50173,0.905,0,46,0,35,0,0,0,0,0,0,0
Liver-HCC,SP50175,0.793,0,13,0,14,0,0,0,0,0,0,0
Liver-HCC,SP107034,0.98,0,67,0,0,0,0,0,0,0,0,0
Liver-HCC,SP50179,0.925,0,32,0,48,0,0,0,0,0,0,0
Liver-HCC,SP99237,0.946,0,38,0,37,0,0,0,0,0,0,0
Liver-HCC,SP107037,0.982,0,104,0,50,0,0,0,0,0,0,0
Liver-HCC,SP107041,0.812,0,27,0,32,0,0,0,0,0,0,0
Liver-HCC,SP50181,0.987,0,153,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99249,0.962,0,40,0,24,0,0,0,0,0,0,0
Liver-HCC,SP99253,0.968,0,131,0,0,0,0,0,0,0,0,0
Liver-HCC,SP50183,0.948,0,180,0,0,0,0,0,0,0,0,0
Liver-HCC,SP99257,0.996,0,503,0,0,0,0,0,0,0,0,0
Liver-HCC,SP107044,0.947,0,45,0,0,0,0,0,0,0,0,0
Liver-HCC,SP50185,0.938,0,44,0,34,0,0,0,0,0,0,0
Lung-AdenoCA,SP53460,0.994,0,1283,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP50827,0.989,0,783,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP50263,0.854,0,13,0,17,0,18,0,0,0,0,13
Lung-AdenoCA,SP50317,0.882,0,18,0,23,0,17,0,0,0,0,19
Lung-AdenoCA,SP54113,0.996,0,2744,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP50406,0.796,0,0,0,0,0,0,1,0,0,0,0
Lung-AdenoCA,SP51824,0.991,0,372,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP55387,0.995,0,431,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP52779,0.991,0,788,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP55235,0.992,0,2110,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP50713,0.992,0,192,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP50611,0.993,0,1246,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP50485,0.542,0,0,0,2,0,0,0,2,0,0,3
Lung-AdenoCA,SP51037,0.663,0,3,0,3,2,3,0,0,0,0,6
Lung-AdenoCA,SP55142,0.994,0,3880.01,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP53387,0.992,0,709,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP54745,0.992,0,214,0,38,0,62,0,0,0,0,60
Lung-AdenoCA,SP52284,0.78,0,6,0,16,0,0,0,0,0,0,0
Lung-AdenoCA,SP53618,0.993,0,1276,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP52232,0.992,0,544,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP50412,0.663,0,2,0,3,0,3,0,0,0,0,0
Lung-AdenoCA,SP50321,0.992,0,249,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP53548,0.784,0,3,0,6,0,0,0,8,0,0,12
Lung-AdenoCA,SP55004,0.742,0,0,0,0,0,1,0,0,0,0,0
Lung-AdenoCA,SP56079,0.992,0,981,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP56168,0.98,0,70,0,26,22,0,0,0,0,0,49
Lung-AdenoCA,SP54363,0.992,0,849,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP53810,0.99,0,1341,0,0,414,806,0,0,0,0,0
Lung-AdenoCA,SP50518,0.702,0,5,0,9,0,14,0,0,0,0,10
Lung-AdenoCA,SP56303,0.909,0,25,0,53,0,34,0,0,0,0,0
Lung-AdenoCA,SP55711,0.817,0,6,0,0,3,7,0,0,0,0,19
Lung-AdenoCA,SP55509,0.989,0,1187,0,0,0,0,0,0,0,0,0
Lung-AdenoCA,SP55309,0.718,0,0,0,2,0,0,0,0,0,0,5
Lung-AdenoCA,SP52607,0.88,0,5,0,2,0,3,0,0,0,0,4
Lung-AdenoCA,SP52667,0.989,0,478,0,0,0,192,0,0,0,0,0
Lung-AdenoCA,SP51446,0.792,0,6,0,12,0,8,0,0,0,0,10
Lung-AdenoCA,SP50592,0.795,0,10,0,13,0,0,0,0,0,0,0
Lung-AdenoCA,SP53073,0.99,0,436,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56638,0.977,0,553,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56537,0.996,0,1161,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57586,0.975,0,431,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56541,0.994,0,910,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56553,0.936,0,1127,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56771,0.941,0,135,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57941,0.991,0,1683,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57818,0.995,0,1411,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56460,0.942,0,395,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56474,0.79,0,29,0,65,0,0,0,0,0,0,0
Lung-SCC,SP56704,0.949,0,687,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56533,0.996,0,400,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56730,0.988,0,731,0,0,0,0,0,0,0,0,0
Lung-SCC,SP59245,0.99,0,988,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57024,0.967,0,283,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57933,0.983,0,846,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56754,0.997,0,816,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56827,0.996,0,867,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57084,0.974,0,567,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57538,0.987,0,566,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57735,0.995,0,1004,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57669,0.996,0,1228,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56566,0.964,0,186,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56569,0.993,0,837,0,0,0,0,0,0,0,0,0
Lung-SCC,SP58342,0.969,0,872,0,0,0,0,0,0,0,0,0
Lung-SCC,SP58349,0.99,0,777,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56644,0.977,0,668,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57629,0.989,0,515,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56941,0.845,0,1,0,0,0,0,0,0,0,0,9
Lung-SCC,SP57619,0.999,0,1776,0,0,0,0,0,0,0,0,0
Lung-SCC,SP58245,0.992,0,1211,0,0,0,0,0,0,0,0,0
Lung-SCC,SP57251,0.99,0,1072,0,0,0,0,0,0,0,0,0
Lung-SCC,SP56502,0.996,0,770,0,0,0,0,0,0,0,0,0
Lung-SCC,SP58668,0.975,0,964,0,0,0,0,0,0,0,0,0
Lung-SCC,SP58101,0.993,0,804,0,0,0,0,0,0,0,0,0
